lookback,exit_lookback,atr_stop_mult,score
60,15,2.5,-1.0
60,15,3.0,-1.0
60,17,1.0,-1.0
60,17,1.5,-1.0
60,17,2.0,-1.0
60,17,2.5,-1.0
60,17,3.0,-1.0
60,19,1.0,-1.0
60,19,1.5,-1.0
60,19,2.0,-1.0
60,19,2.5,-1.0
60,19,3.0,-1.0
60,21,1.0,-1.0
60,21,1.5,-1.0
60,21,2.0,-1.0
60,21,2.5,-1.0
60,21,3.0,-1.0
60,23,1.0,-1.0
60,23,1.5,-1.0
60,23,2.0,-1.0
60,23,2.5,-1.0
60,23,3.0,-1.0
60,25,1.0,-1.0
60,25,1.5,-1.0
60,25,2.0,-1.0
60,25,2.5,-1.0
60,25,3.0,-1.0
65,3,1.0,1.7928756678369733
65,3,1.5,1.7928756678369733
65,3,2.0,1.7928756678369733
65,3,2.5,1.7928756678369733
65,3,3.0,1.7928756678369733
65,5,1.0,1.646237256265506
65,5,1.5,1.646237256265506
65,5,2.0,1.646237256265506
65,5,2.5,1.646237256265506
65,5,3.0,1.646237256265506
65,7,1.0,2.000936713039832
65,7,1.5,2.000936713039832
65,7,2.0,2.000936713039832
65,7,2.5,2.000936713039832
65,7,3.0,2.000936713039832
65,9,1.0,1.8875002130529555
65,9,1.5,1.8875002130529555
65,9,2.0,1.8875002130529555
65,9,2.5,1.8875002130529555
65,9,3.0,1.8875002130529555
65,11,1.0,1.861517173190564
65,11,1.5,1.861517173190564
65,11,2.0,1.861517173190564
65,11,2.5,1.861517173190564
65,11,3.0,1.861517173190564
65,13,1.0,1.873230543408224
65,13,1.5,1.873230543408224
65,13,2.0,1.873230543408224
65,13,2.5,1.873230543408224
65,13,3.0,1.873230543408224
65,15,1.0,-1.0
65,15,1.5,-1.0
65,15,2.0,-1.0
65,15,2.5,-1.0
65,15,3.0,-1.0
65,17,1.0,-1.0
65,17,1.5,-1.0
65,17,2.0,-1.0
65,17,2.5,-1.0
65,17,3.0,-1.0
65,19,1.0,-1.0
65,19,1.5,-1.0
65,19,2.0,-1.0
65,19,2.5,-1.0
65,19,3.0,-1.0
65,21,1.0,-1.0
65,21,1.5,-1.0
65,21,2.0,-1.0
65,21,2.5,-1.0
65,21,3.0,-1.0
65,23,1.0,-1.0
65,23,1.5,-1.0
65,23,2.0,-1.0
65,23,2.5,-1.0
65,23,3.0,-1.0
65,25,1.0,-1.0
65,25,1.5,-1.0
65,25,2.0,-1.0
65,25,2.5,-1.0
65,25,3.0,-1.0
70,3,1.0,1.3294277142124018
70,3,1.5,1.3294277142124018
70,3,2.0,1.3294277142124018
70,3,2.5,1.3294277142124018
70,3,3.0,1.3294277142124018
70,5,1.0,1.2341686951750956
70,5,1.5,1.2341686951750956
70,5,2.0,1.2341686951750956
70,5,2.5,1.2341686951750956
70,5,3.0,1.2341686951750956
